title,description,category,price,brand,specTableContent,text_for_embedding
" ""GoPro HERO3: Silver Edition Camera""@en Camera - Fumfie.com""@en",,Camera_and_Photo,,,,"Title:  ""GoPro HERO3: Silver Edition Camera""@en Camera - Fumfie.com""@en, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""Kamera GoPro Hero3 Silver""@id Silver | Variasi MX""@id","""Kamera GoPro Hero3 Silver""@id ",Camera_and_Photo,,,,"Title:  ""Kamera GoPro Hero3 Silver""@id Silver | Variasi MX""@id, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""GoPro HERO3+: Silver Edition""@en-US ""Video - Page 6 | EISF""@en-US","""Battery pack is in the bottom part of box along with the cord and other parts.""@en-US ",Camera_and_Photo,,"""GoPro""@en-US",,"Title:  ""GoPro HERO3+: Silver Edition""@en-US ""Video - Page 6 | EISF""@en-US, Category: Camera_and_Photo, Price: None, Brand: ""GoPro""@en-US, Specifications: None"
" ""MCOCEAN Accessories Set for GoPro Hero 4 / 3 Plus 2 and Camera (33 Items)"" ""Body Mounted Cameras - Page | All Fitness Gadgets""","""About MCOCEAN,   this is an essential combo kit for all the gopro lovers. Suitable for all the sizes of gopro cameras, including gopro hero 4 hero 3+ hero 3 hero 2 cameras. Each of our small parts are manufactured by our professional team, so no need to worry about its quality and durability.    Once your item arrive, let us know if you have any problems. We are here to make sure you receive the best customer service and are 100% happy with your purchase.   What's included:    1 x large storage protective carry case(32x21x7cm),     1 x telescoping handheld monopod,     1 x chest harness,     1 x head strap,     1 x wrist strap,     1 x car suction cup,     1 x handlebar seat post pole mount & thumb screw,     1 x roll bar mount & thumb screw,     1 x J-hook mount,     1 x tripod mount adapter & thumb screw,     2 x drawstring bag,     2 x 6 pieces anti-fog inserts,     2 x flat adhesive mount & 2 x flat adhesive,     2 x curved adhesive mount & 2 x curved adhesive,     2 x 3-way pivot arm(each composed of 2 x joints & 2 x thumb screws)."" ",Camera_and_Photo,,"""MCOCEAN""",,"Title:  ""MCOCEAN Accessories Set for GoPro Hero 4 / 3 Plus 2 and Camera (33 Items)"" ""Body Mounted Cameras - Page | All Fitness Gadgets"", Category: Camera_and_Photo, Price: None, Brand: ""MCOCEAN"", Specifications: None"
" ""Canon Telephoto EF 85mm f/1.8 USM Autofocus Lens""@en Lens - Fumfie.com""@en",,Camera_and_Photo,,,,"Title:  ""Canon Telephoto EF 85mm f/1.8 USM Autofocus Lens""@en Lens - Fumfie.com""@en, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""Canon EF 17-40mm F4L USM ""@en "" Canon | Digital SLR Camera Cameras Toronto Canada Store Aden","""
                         
** For purchase inquires, please call 416-977-9711 or email us at info@adencamera.com. **
An affordable L-series ultra-wide-angle zoom lens that's ideal for both film and digital SLRs. Superior optics are assured by the use of three aspherical lens elements, in addition to a Super UD (Ultra-low Dispersion) glass element. Optical coatings are optimized for use with digital cameras. This lens focuses as close as 11 inches (0.28m), and offers both Canon's full-time manual focus and a powerful ring-type USM for fast and silent AF. It has a constant f/4 maximum aperture, and offers the choice of screw-in 77mm filters or a holder in the rear of the lens for up to three gel filters. Finally, it offers weather-resistant construction similar to other high-end L-series lenses.
Main Features:

Focal Length & Maximum Aperture: 17-40mm 1:4
Lens Construction: 12 elements in 9 groups
Focus Adjustment: Inner focusing system with USM
Closest Focusing Distance: 0.28m / 0.9 ft.
Zoom System: Rotating Type
Filter Size: 77mm
Max. Diameter x Length, Weight: 3.3"" x 3.8"", 1.1 lbs. / 83.5mm x 96.8mm, 500g
Aperture Range: f/4-22
Three Aspherical Elements, One Super UD
Ultrasonic Autofocus Motor
Manual Focus Override
Water and Dust Resistant
Internal Zooming and Focusing
Truly Circular Diaphragm
Rear Holder for Three Gel Filters




Authorized Canon Canada Pro Dealer
1 Year Canon (International) Canon and USA Warranty
                    ""@en ",Camera_and_Photo,,," Manufacturer: Canon Sku #: 8806A002 Our Price: $849.00 Ends 11/23/2017 Save: $320.99 MSRP: $1,169.99 Quantity:   Availability: In Stock FREE SHIPPING WITHIN CANADA!","Title:  ""Canon EF 17-40mm F4L USM ""@en "" Canon | Digital SLR Camera Cameras Toronto Canada Store Aden, Category: Camera_and_Photo, Price: None, Brand: None, Specifications:  Manufacturer: Canon Sku #: 8806A002 Our Price: $849.00 Ends 11/23/2017 Save: $320.99 MSRP: $1,169.99 Quantity:   Availability: In Stock FREE SHIPPING WITHIN CANADA!"
" ""Canon EOS 1300D + EF-S 18-55 IS II SLR Camera Kit 18MP CMOS 5184 x 3456pixels Black"" 8714574637266)"" ""Product data Canon Black digital cameras (1160C026","""
                                    Long product name Canon EOS 1300D + EF-S 18-55 IS II SLR Camera Kit 18MP CMOS 5184 x 3456pixels Black
                    :
                    The short editorial description of Canon EOS 1300D + EF-S 18-55 IS II SLR Camera Kit 18MP CMOS 5184 x 3456pixels Black
                    
                    EOS 1300D Kit (EF-S 18-55 IS II), 18 MP (5184 x 3456 px max.), CMOS, 1/4000 - 30 s, Full HD video, 7.62 cm (3 "") TFT, SD/SDHC/SDXC, USB 2.0, Mini HDMI, Wi-Fi, NFC, 485 g, Black
                            "", ""
                More>>>
                
                
                                    
                        
                             Canon EOS 1300D + EF-S 18-55 IS II SLR Camera Kit 18MP CMOS 5184 x 3456pixels Black:
                            The official marketing text of Canon EOS 1300D + EF-S 18-55 IS II SLR Camera Kit 18MP CMOS 5184 x 3456pixels Black as supplied by the manufacturer

                            18-megapixel APS-C CMOS sensor & DIGIC 4+
The APS-C CMOS sensor, which is approx. 25 times bigger than the 1/3.2-inch type sensor used in many smartphones results in photos with more clarity than before. Capture the lovely colour gradations in sunset and intricate details in clouds in true-to-life detail. Clear photos with little noise is possible even in indoor and low-light environments thanks to the DIGIC 4+ image processor, which allows you to experience the joys of the high image quality with ISO speed up to a maximum of 12,800.

Wide range of lens options for greater versatility
The EOS 1300D can be used with over 70 EF/EF-S lenses. Within this range, you will find zoom lenses convenient for travel, macro lenses that allow close-ups of tiny insects and lenses equipped with the image stabilizer (IS), among others. There are also wide-angle lenses that enable you to capture a wide expanse of landscape within one shot, mid-telephotos that are ideal for human portraits, and telephotos that allow you to capture the expressions of wild animals far away. High quality, beautiful shots—regardless of subject. With the EOS 1300D, you can make your imagination come to life.

Wi-Fi / NFC—Capture images remotely and share them on social media!
The EOS 1300D is both Wi-Fi and NFC-ready. You can connect it to other NFC-ready devices just by putting them close together—perfectly convenient for uploading quality images for sharing on social media. With the Camera Connect app, adjusting of camera settings and capturing images remotely is now possible. EOS 1300D is also compatible with the Connect Station CS100 photo storage device, allowing you to view those photos together with your family and friends on a TV screen at your next gathering!

                        
                    
                                                
                                            
                            Short summary description Canon EOS 1300D + EF-S 18-55 IS II SLR Camera Kit 18MP CMOS 5184 x 3456pixels Black:
                            This short summary of the Canon EOS 1300D + EF-S 18-55 IS II SLR Camera Kit 18MP CMOS 5184 x 3456pixels Black data-sheet is auto-generated and uses the product title and the first six key specs.
                            Canon EOS 1300D + EF-S 18-55 IS II, 18 MP, 5184 x 3456 pixels, CMOS, Full HD, 17.1 oz (485 g), Black
                        
                                                                
                            Long summary description Canon EOS 1300D + EF-S 18-55 IS II SLR Camera Kit 18MP CMOS 5184 x 3456pixels Black :
                            Canon EOS 1300D + EF-S 18-55 IS II. Camera type: SLR Camera Kit, Megapixel: 18 MP, Sensor type: CMOS, Maximum image resolution: 5184 x 3456 pixels. ISO sensitivity (max): 6400. Focal length range (f-f): 0.709 - 2.17"" (18 - 55 mm). Fastest camera shutter speed: 1/4000 s. Wi-Fi. HD type: Full HD, Maximum video resolution: 1920 x 1080 pixels. Display diagonal: 3"". PictBridge. Weight: 17.1 oz (485 g). Color of product: Black
                            This is an auto-generated long summary of Canon EOS 1300D + EF-S 18-55 IS II SLR Camera Kit 18MP CMOS 5184 x 3456pixels Black based on the first three specs of the first five spec groups.


                        
                                    
            "" ",Camera_and_Photo,,"""Canon""",,"Title:  ""Canon EOS 1300D + EF-S 18-55 IS II SLR Camera Kit 18MP CMOS 5184 x 3456pixels Black"" 8714574637266)"" ""Product data Canon Black digital cameras (1160C026, Category: Camera_and_Photo, Price: None, Brand: ""Canon"", Specifications: None"
" ""EOS Rebel T6 EF-S 18-55mm f/3.5-5.6 IS II Kit""@en Kit | Canon Online Store""@en","""Digital SLR Camera""@en ",Camera_and_Photo,,"""Canon""@en"," Shooting Mode ISO Settings Scene Intelligent Auto, Flash off, Creative Auto, Landscape, Close-up, Sports, Food, Night Portrait ISO 1003200 Portrait ISO 100 P, TV, Av, M*1 ISO 1006400*2 With flash ISO 800*3,4,5,6 Image Recording Quality Image File Size (Approx. MB) Possible Shots (Approx.) Maximum Burst (Approx.) Large/Fine 6.4 1110 Full Large/Normal 3:2 2190 Full Medium/Fine 3.4 2100 Full Medium/Normal 1.7 4100 Full Small 1/Fine 2.2 3270 Full Small 1/Normal 1.1 6210 Full Small 2 1.3 5440 Full Small 3 0.3 21060 Full RAW + Large/Fine 24.5 + 6.4 230 5 RAW 24.5 290 6","Title:  ""EOS Rebel T6 EF-S 18-55mm f/3.5-5.6 IS II Kit""@en Kit | Canon Online Store""@en, Category: Camera_and_Photo, Price: None, Brand: ""Canon""@en, Specifications:  Shooting Mode ISO Settings Scene Intelligent Auto, Flash off, Creative Auto, Landscape, Close-up, Sports, Food, Night Portrait ISO 1003200 Portrait ISO 100 P, TV, Av, M*1 ISO 1006400*2 With flash ISO 800*3,4,5,6 Image Recording Quality Image File Size (Approx. MB) Possible Shots (Approx.) Maximum Burst (Approx.) Large/Fine 6.4 1110 Full Large/Normal 3:2 2190 Full Medium/Fine 3.4 2100 Full Medium/Normal 1.7 4100 Full Small 1/Fine 2.2 3270 Full Small 1/Normal 1.1 6210 Full Small 2 1.3 5440 Full Small 3 0.3 21060 Full RAW + Large/Fine 24.5 + 6.4 230 5 RAW 24.5 290 6"
" ""Tripod Adaptor"" ""Go Pro Tripod Adaptor - Accesorios Cámaras de Vídeo Electrónica y Orientación en Barrabes.com""","""
                Adaptador para trípode GoPro, con él podrás colocar tu cámara en cualquier trípode estándar.

Características:
Coloca tu GoPro en cualquier trípode estándar.
Tamaño de rosca estándar, 1/4""-10 TPI (vueltas por pulgada)."" ",Camera_and_Photo,,"""Go Pro""",,"Title:  ""Tripod Adaptor"" ""Go Pro Tripod Adaptor - Accesorios Cámaras de Vídeo Electrónica y Orientación en Barrabes.com"", Category: Camera_and_Photo, Price: None, Brand: ""Go Pro"", Specifications: None"
" ""Tripod Adaptor"" ""Go Pro Tripod Adaptor - Tillbehör Videokameror Elektronik och orientering at Barrabes.com""","""
                    För tillfället finns ingen produktbeskrivning för denna produkt.Vänligen skicka oss ett mejl till kundservice@barrabes.se, eller ring oss på 018- 444 56 10, om du har frågor angående produkten. Du kan även fylla i  detta formulär.
						 om du vill bli kontaktad när produktbeskrivningen är utförd.Tack för visad förståelse.
                    
                    
                    Kontakta gärna en av våra medarbetare om du undrar över något.
                "" ",Camera_and_Photo,,"""Go Pro""",,"Title:  ""Tripod Adaptor"" ""Go Pro Tripod Adaptor - Tillbehör Videokameror Elektronik och orientering at Barrabes.com"", Category: Camera_and_Photo, Price: None, Brand: ""Go Pro"", Specifications: None"
" ""Lezyne 3 - Way With 4 / 5 6 mm CRV Hex Bits"" Bits comprar e ofertas na Bikeinn""","""
		Description Lezyne 3 - Way - With 4 / 5 / 6 mm CRV Hex Bits 
		 
		
			Tradução gerada automaticamente
			Ver descrição original em Inglês
		
		
		
			Pesados, loja de qualidade chave de três vias. Duas peças Serviceable Corpo permite a fácil substituição / troca de bits. Clássico, fácil de usar forma compacta. Durável, usinado CNC corpo de aço endurecido. Pesados, desenhado e forjou CRV + pedaços de aço anti corrosão. Bits da ferramenta de substituição incluído em cada chave. Não todos os bits não são intercambiáveis ​​entre os corpos.Especificações:Peso: 368g
			Descubra a gama completa de produtos  da Lezyne, disponíveis em stock e ao melhor preço. Na bikeinn, a sua loja online de , poderá comprar o nosso produto Lezyne 3 - Way - With 4 / 5 / 6 mm CRV Hex Bits online, a partir do conforto da sua casa, com toda a garantia de receção dentro de 24-48h.
			
				
					
				
				
				 
				
					Clique no link seguinte para obter mais informações sobre:
					Especificações 
				
			
			
				
					
				
				
					Clique no link seguinte para obter mais informações sobre:
					Manual
				
			
			
				
					Guia de tamanhos
				
			
		
	"" ",Camera_and_Photo,,"""Lezyne""",,"Title:  ""Lezyne 3 - Way With 4 / 5 6 mm CRV Hex Bits"" Bits comprar e ofertas na Bikeinn"", Category: Camera_and_Photo, Price: None, Brand: ""Lezyne"", Specifications: None"
" ""Lezyne 3 - Way With 4 / 5 6 mm CRV Hex Bits"" Bits comprar y ofertas en Bikeinn""","""
		Descripción Lezyne 3 - Way - With 4 / 5 / 6 mm CRV Hex Bits 
		 
		
			Traducción generada automáticamente
			Ver descripción original en inglés
		
		
		
			Alta resistencia, calidad tienda de llave de tres vías. Dos piezas Serviceable cuerpo permite una fácil sustitución / intercambio de bits. Clásico, fácil de usar forma compacta. Durable, mecanizado CNC cuerpo de acero endurecido. Para trabajo pesado, dibujado y CRV + trozos de acero contra la corrosión forjado. Brocas de repuesto incluidas con cada llave. No todos los bits no son intercambiables entre los cuerpos.Presupuesto:Peso: 368g
			¿Qué te parece encontrar Lezyne 3 - Way - With 4 / 5 / 6 mm CRV Hex Bits con este precio? Alucinante ¿verdad? No esperes más y compra en nuestra tienda de  lo que llevas buscando desde hace tiempo. Equípate bien y practica tu deporte favorito de la mano de profesionales como es Lezyne. Y lo de mejor de todo es que lo tendrás al mejor precio del mercado.
			
				
					
				
				
				 
				
					Haz clic en el siguiente enlace para ver más información sobre:
					Especificaciones
				
			
			
				
					
				
				
					Haz clic en el siguiente enlace para ver más información sobre:
					Manual
				
			
			
				
					Cuadro de tallas
				
			
		
	"" ",Camera_and_Photo,,"""Lezyne""",,"Title:  ""Lezyne 3 - Way With 4 / 5 6 mm CRV Hex Bits"" Bits comprar y ofertas en Bikeinn"", Category: Camera_and_Photo, Price: None, Brand: ""Lezyne"", Specifications: None"
" ""Arlo Smart Home Security Camera System - 3 HD, 100% Wire-Free, Indoor/Outdoor Cameras with Night Vision (VMS3330) by NETGEAR (B00TU7S4LG | VMS3330-100NAS 606449107692)""@en ""Best Deals Arlo HD Budkoo!""@en Wire-Free","""
        See in stunning clarity and sharper details with HD cameras and watch live streamed or recorded videos from your computer, smartphone or tablet using Arlo's free App
        Patented 100% wire-free design and magnetic mounts let you discreetly place cameras where you want and monitor your home from every possible angle
        Night vision cameras with HD clarity even in the dark
        Motion activated cameras and customizable activity alerts provide real-time email or app notifications while home or away
        Indoor/Outdoor weatherproof cameras install easily for DIY security so you can even monitor the exterior of your home
      ""@en ",Camera_and_Photo,,," Name Value Binding Electronics Color White Ean List 0606449107692 Item Dimensions 11 x 9 x 3 x 5 Model VMS3330-100NAS Package Dimensions 5 x 11 x 3 x 9 Part Number VMS3330-100NAS Studio Netgear Inc Upc 606449107692 Name Value Brand Netgear Ean 0606449107692 Label Netgear Inc Manufacturer Netgear Inc Mpn VMS3330-100NAS Package Quantity 1 Product Group Photography Publisher Netgear Inc Title Arlo Smart Home Security Camera System - 3 HD, 100% Wire-Free, Indoor/Outdoor Cameras with Night Vision (VMS3330) by NETGEAR Upc List 606449107692 Name Value Binding Electronics Color White Ean List 0606449107692 Item Dimensions 11 x 9 x 3 x 5 Model VMS3330-100NAS Package Dimensions 5 x 11 x 3 x 9 Part Number VMS3330-100NAS Studio Netgear Inc Upc 606449107692 Name Value Brand Netgear Ean 0606449107692 Label Netgear Inc Manufacturer Netgear Inc Mpn VMS3330-100NAS Package Quantity 1 Product Group Photography Publisher Netgear Inc Title Arlo Smart Home Security Camera System - 3 HD, 100% Wire-Free, Indoor/Outdoor Cameras with Night Vision (VMS3330) by NETGEAR Upc List 606449107692","Title:  ""Arlo Smart Home Security Camera System - 3 HD, 100% Wire-Free, Indoor/Outdoor Cameras with Night Vision (VMS3330) by NETGEAR (B00TU7S4LG | VMS3330-100NAS 606449107692)""@en ""Best Deals Arlo HD Budkoo!""@en Wire-Free, Category: Camera_and_Photo, Price: None, Brand: None, Specifications:  Name Value Binding Electronics Color White Ean List 0606449107692 Item Dimensions 11 x 9 x 3 x 5 Model VMS3330-100NAS Package Dimensions 5 x 11 x 3 x 9 Part Number VMS3330-100NAS Studio Netgear Inc Upc 606449107692 Name Value Brand Netgear Ean 0606449107692 Label Netgear Inc Manufacturer Netgear Inc Mpn VMS3330-100NAS Package Quantity 1 Product Group Photography Publisher Netgear Inc Title Arlo Smart Home Security Camera System - 3 HD, 100% Wire-Free, Indoor/Outdoor Cameras with Night Vision (VMS3330) by NETGEAR Upc List 606449107692 Name Value Binding Electronics Color White Ean List 0606449107692 Item Dimensions 11 x 9 x 3 x 5 Model VMS3330-100NAS Package Dimensions 5 x 11 x 3 x 9 Part Number VMS3330-100NAS Studio Netgear Inc Upc 606449107692 Name Value Brand Netgear Ean 0606449107692 Label Netgear Inc Manufacturer Netgear Inc Mpn VMS3330-100NAS Package Quantity 1 Product Group Photography Publisher Netgear Inc Title Arlo Smart Home Security Camera System - 3 HD, 100% Wire-Free, Indoor/Outdoor Cameras with Night Vision (VMS3330) by NETGEAR Upc List 606449107692"
" ""WIFI-900XTRP Wireless Video Surveillance Transmitter, 900Mhz"" ""Wireless Transmitter""","""
Wireless Video Surveillance Transmitter
Transmitter & Receiver Antenna BundleWireless Video Surveillance Transmitter Specification
"" ",Camera_and_Photo,,"""CCTV Camera Pros""",,"Title:  ""WIFI-900XTRP Wireless Video Surveillance Transmitter, 900Mhz"" ""Wireless Transmitter"", Category: Camera_and_Photo, Price: None, Brand: ""CCTV Camera Pros"", Specifications: None"
" ""Sigma 70-300mm f/4-5.6 APO Macro Autofocus Lens for Nikon AF-D""@en AF-D - Fumfie.com""@en",,Camera_and_Photo,,,,"Title:  ""Sigma 70-300mm f/4-5.6 APO Macro Autofocus Lens for Nikon AF-D""@en AF-D - Fumfie.com""@en, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""Sigma 70-300mm F4.0-5.6 DG APO Macro (Nikon) - Prijzen ""@NL Tweakers""@NL",,Camera_and_Photo,,," Categorie Cameralenzen Merk Sigma Product Sigma 70-300mm F4.0-5.6 DG APO Macro (Nikon) Uitvoering Sigma 70-300mm F4.0-5.6 DG APO Macro (Nikon) EAN 0085126508555 SKU 06662.5A8955, 5A8955, 6030600 Tweakers ID 238615 Productprijs € 189,- Pakketpost € 0,- iDeal € 0,- Totaal € 189,- Onjuiste prijs melden Productprijs € 189,- Pakketpost Nederland (vanaf € 50,-) € 0,- iDEAL € 0,- Totaal € 189,- Onjuiste prijs melden Productprijs € 189,- Pakketpost - Voor 23.59 besteld, morgen gratis thuisbezorgd! € 0,- iDeal € 0,- Totaal € 189,- Onjuiste prijs melden Productprijs € 189,- Pakketpost Nederland € 0,- iDeal € 0,- Totaal € 189,- Onjuiste prijs melden Productprijs € 189,- Pakketpost Nederland (vanaf € 75,-) € 0,- iDeal € 0,- Totaal € 189,- Onjuiste prijs melden Productprijs € 189,- Pakketpost Benelux € 0,- iDeal € 0,- Totaal € 189,- Onjuiste prijs melden Productprijs € 189,- Pakketpost € 0,- iDeal € 0,- Totaal € 189,- Onjuiste prijs melden Productprijs € 198,- Pakketpost vanaf € 0,- iDeal € 0,- Totaal € 198,- Onjuiste prijs melden","Title:  ""Sigma 70-300mm F4.0-5.6 DG APO Macro (Nikon) - Prijzen ""@NL Tweakers""@NL, Category: Camera_and_Photo, Price: None, Brand: None, Specifications:  Categorie Cameralenzen Merk Sigma Product Sigma 70-300mm F4.0-5.6 DG APO Macro (Nikon) Uitvoering Sigma 70-300mm F4.0-5.6 DG APO Macro (Nikon) EAN 0085126508555 SKU 06662.5A8955, 5A8955, 6030600 Tweakers ID 238615 Productprijs € 189,- Pakketpost € 0,- iDeal € 0,- Totaal € 189,- Onjuiste prijs melden Productprijs € 189,- Pakketpost Nederland (vanaf € 50,-) € 0,- iDEAL € 0,- Totaal € 189,- Onjuiste prijs melden Productprijs € 189,- Pakketpost - Voor 23.59 besteld, morgen gratis thuisbezorgd! € 0,- iDeal € 0,- Totaal € 189,- Onjuiste prijs melden Productprijs € 189,- Pakketpost Nederland € 0,- iDeal € 0,- Totaal € 189,- Onjuiste prijs melden Productprijs € 189,- Pakketpost Nederland (vanaf € 75,-) € 0,- iDeal € 0,- Totaal € 189,- Onjuiste prijs melden Productprijs € 189,- Pakketpost Benelux € 0,- iDeal € 0,- Totaal € 189,- Onjuiste prijs melden Productprijs € 189,- Pakketpost € 0,- iDeal € 0,- Totaal € 189,- Onjuiste prijs melden Productprijs € 198,- Pakketpost vanaf € 0,- iDeal € 0,- Totaal € 198,- Onjuiste prijs melden"
" ""Thẻ nhớ MicroSD 16G""@vi","""Thẻ nhớ MicroSD 16G

Mở rộng bộ nhớ cho thiết bị lưu trữ
Thẻ nhớ MicroSD giúp mở rộng bộ nhớ lưu trữ các thiết bị kĩ thuật số của bạn, như điện thoại, máy tính bảng, máy mp3, khung ảnh kĩ thuật số….giúp bạn quên đi nỗi lo về không gian lưu trữ.

Phù hợp với nhu cầu phổ thông
Thẻ nhớ MicroSD phù hợp với nhu cầu phổ thông, với một chi phí không quá đắt đỏ và là một giải pháp.&nbsp;

Độ bền
Thẻ nhớ MicroSD chịu được nhiệt độ khắc nghiệt, hoạt động tốt trong khoảng -25 độ đển 85 độ, chống thấm nước, chống sock và không bị ảnh hưởng bởi tia X

Tương thích cao
Thẻ nhớ MicroSD tương thích với hầu hết các thiết bị kĩ thuật số có khe cắm microSD như điện thoại, máy tính bảng, camera quan sát, đã được kiểm chứng bởi đội ngũ chuyên viên kĩ thuật của Kingston trên hang nghìn thiết bị của nhiều hãng danh tiếng.



THÔNG TIN CHI TIẾT


	Thẻ nhớ MicroSD 16G&nbsp;
	Dung lượng 16GB
	Thiết kế nhỏ gọn
	Lưu trữ nhiều dữ liệu
	Trọng lượng sản phẩm : 3g
	Trọng lượng cả hộp : 50g
	Kích thước sản phẩm: 1.5x1.0.2 cm
	Kích thước cả hộp : 5x3x1 cm
	Màu : Đen

""@vi ",Camera_and_Photo,,,,"Title:  ""Thẻ nhớ MicroSD 16G""@vi, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""Sony DSCW800/B 20.1 MP Digital Camera (Black)"" ""Digital Cameras | Ultimate Shop""","""Sony DSCW800/B 20.1 MP Digital Camera with 2.7-Inch LCD (black)"" ",Camera_and_Photo,,"""Sony""",,"Title:  ""Sony DSCW800/B 20.1 MP Digital Camera (Black)"" ""Digital Cameras | Ultimate Shop"", Category: Camera_and_Photo, Price: None, Brand: ""Sony"", Specifications: None"
" ""Nikon 18-105mm f/3.5-5.6G ED VR AF-S DX Nikkor Autofocus Lens""@en Lens - Fumfie.com""@en",,Camera_and_Photo,,,,"Title:  ""Nikon 18-105mm f/3.5-5.6G ED VR AF-S DX Nikkor Autofocus Lens""@en Lens - Fumfie.com""@en, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
